book_id,goodreads_book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
4952,273511,Erin Hunter,2005,Midnight,"Midnight (Warriors: The New Prophecy, #1)",eng,4.26,24650,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4953,18176747,Ben Horowitz,2014,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,eng,4.2,19492,https://images.gr-assets.com/books/1386609333m/18176747.jpg,https://images.gr-assets.com/books/1386609333s/18176747.jpg
4954,11051889,Jessica Sorensen,2011,,"The Fallen Star (Fallen Star, #1)",,3.91,19786,https://images.gr-assets.com/books/1331385411m/11051889.jpg,https://images.gr-assets.com/books/1331385411s/11051889.jpg
4955,228990,Stephen R. Donaldson,1977,The Illearth War,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",,3.99,20039,https://images.gr-assets.com/books/1387037078m/228990.jpg,https://images.gr-assets.com/books/1387037078s/228990.jpg
4956,2063563,Russell Brand,2007,My Booky Wook,My Booky Wook,en-GB,3.42,16553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4957,18527947,Nora Roberts,2014,Shadow Spell,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",en-US,4,17155,https://images.gr-assets.com/books/1458263039m/18527947.jpg,https://images.gr-assets.com/books/1458263039s/18527947.jpg
4958,10909804,Simon Garfield,2010,Just My Type: A Book About Fonts,Just My Type: A Book About Fonts,en-US,3.79,22046,https://images.gr-assets.com/books/1327886002m/10909804.jpg,https://images.gr-assets.com/books/1327886002s/10909804.jpg
4959,3492020,J.D. Robb,2009,Promises in Death,"Promises in Death (In Death, #28)",eng,4.4,24115,https://images.gr-assets.com/books/1417318467m/3492020.jpg,https://images.gr-assets.com/books/1417318467s/3492020.jpg
4960,23534,Charles Bukowski,1977,"Love Is a Dog from Hell: Poems, 1974-1977",Love Is a Dog from Hell,eng,4.16,19471,https://images.gr-assets.com/books/1377260823m/23534.jpg,https://images.gr-assets.com/books/1377260823s/23534.jpg
4961,19161852,N.K. Jemisin,2015,The Fifth Season,"The Fifth Season (The Broken Earth, #1)",eng,4.31,20185,https://images.gr-assets.com/books/1386803701m/19161852.jpg,https://images.gr-assets.com/books/1386803701s/19161852.jpg
4962,13568322,R.D. Ronald,2012,,The Zombie Room,eng,3.61,14302,https://images.gr-assets.com/books/1348552492m/13568322.jpg,https://images.gr-assets.com/books/1348552492s/13568322.jpg
4963,67931,John Katzenbach,2002,The Analyst,The Analyst,eng,4.12,11685,https://images.gr-assets.com/books/1280112638m/67931.jpg,https://images.gr-assets.com/books/1280112638s/67931.jpg
4964,2113260,Jasper Fforde,2009,Shades of Grey,Shades of Grey,eng,4.14,22788,https://images.gr-assets.com/books/1327563734m/2113260.jpg,https://images.gr-assets.com/books/1327563734s/2113260.jpg
4965,33569,S.E. Hinton,1971,"That Was Then, This Is Now","That Was Then, This Is Now",en-US,3.89,22946,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4966,6164358,"Trenton Lee Stewart, Del Roy",2009,The Mysterious Benedict Society and the Prisoner's Dilemma,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",,4.28,23448,https://images.gr-assets.com/books/1320473034m/6164358.jpg,https://images.gr-assets.com/books/1320473034s/6164358.jpg
4967,10149142,Kevin    Wilson,2011,The Family Fang,The Family Fang,en-US,3.6,18214,https://images.gr-assets.com/books/1444101399m/10149142.jpg,https://images.gr-assets.com/books/1444101399s/10149142.jpg
4968,10907,Chris Gardner,2006,The Pursuit of Happyness,The Pursuit of Happyness,,4.17,18492,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4969,7147831,Karl Ove Knausgård,2009,Min kamp 1,Min kamp 1 (Min kamp #1),nor,4.08,7886,https://images.gr-assets.com/books/1262695721m/7147831.jpg,https://images.gr-assets.com/books/1262695721s/7147831.jpg
4970,8517008,Alan Bradley,2011,A Red Herring Without Mustard,"A Red Herring Without Mustard (Flavia de Luce, #3)",eng,4.07,26160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4971,18728,Doris Kearns Goodwin,1994,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,eng,4.2,26004,https://images.gr-assets.com/books/1423756471m/18728.jpg,https://images.gr-assets.com/books/1423756471s/18728.jpg
4972,414298,Richard Russo,1997,Straight Man,Straight Man,eng,4.02,19358,https://images.gr-assets.com/books/1430659357m/414298.jpg,https://images.gr-assets.com/books/1430659357s/414298.jpg
4973,10739,Walker Percy,1961,The Moviegoer,The Moviegoer,en-CA,3.7,18655,https://images.gr-assets.com/books/1437668043m/10739.jpg,https://images.gr-assets.com/books/1437668043s/10739.jpg
4974,87346,"Anton Chekhov, Tom    Murphy",1904,Вишнëвый сад,The Cherry Orchard,eng,3.68,18914,https://images.gr-assets.com/books/1464433142m/87346.jpg,https://images.gr-assets.com/books/1464433142s/87346.jpg
4975,4835838,Wendy Mass,2009,11 Birthdays,"11 Birthdays (Willow Falls, #1)",eng,4.18,22339,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4976,7329,"J.R.R. Tolkien, Christopher Tolkien",1980,Unfinished Tales of Númenor and Middle-Earth,Unfinished Tales of Númenor and Middle-Earth,,3.93,18402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4977,9461872,Ann Brashares,2011,Sisterhood Everlasting,"Sisterhood Everlasting (Sisterhood, #5)",eng,3.9,25849,https://images.gr-assets.com/books/1327878529m/9461872.jpg,https://images.gr-assets.com/books/1327878529s/9461872.jpg
4978,349090,Grant Naylor,1989,Infinity Welcomes Careful Drivers,Infinity Welcomes Careful Drivers (Red Dwarf #1),eng,4.03,19773,https://images.gr-assets.com/books/1403947775m/349090.jpg,https://images.gr-assets.com/books/1403947775s/349090.jpg
4979,33459,Christopher Moore,1994,Coyote Blue,Coyote Blue,en-US,3.75,19901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4980,2501455,"أحلام مستغانمي, Ahlam Mosteghanemi",1997,فوضى الحواس,فوضى الحواس,ara,3.83,16337,https://images.gr-assets.com/books/1291848735m/2501455.jpg,https://images.gr-assets.com/books/1291848735s/2501455.jpg
4981,87665,G.K. Chesterton,1908,Orthodoxy,Orthodoxy,eng,4.23,18303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4982,426625,"Jane O'Connor, Robin Preiss Glasser",2005,Fancy Nancy,Fancy Nancy,,4.15,21619,https://images.gr-assets.com/books/1376473636m/426625.jpg,https://images.gr-assets.com/books/1376473636s/426625.jpg
4983,3692,Graham Greene,1948,The Heart of the Matter,The Heart of the Matter,eng,3.98,19149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4984,21535019,Jeff Kinney,2014,The Long Haul ,"The Long Haul (Diary of a Wimpy Kid, #9)",eng,4.33,21822,https://images.gr-assets.com/books/1408500992m/21535019.jpg,https://images.gr-assets.com/books/1408500992s/21535019.jpg
4985,169871,"Patricia C. Wrede, Peter de Sève",1985,,"Talking to Dragons (Enchanted Forest Chronicles, #4)",en-US,4.19,27948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4986,2029176,"James Patterson, Howard Roughan",2008,Sail,Sail,eng,3.8,20932,https://images.gr-assets.com/books/1344264435m/2029176.jpg,https://images.gr-assets.com/books/1344264435s/2029176.jpg
4987,23301545,"Neil Gaiman, Chris Riddell",2014,The Sleeper and the Spindle,The Sleeper and the Spindle,eng,3.9,20889,https://images.gr-assets.com/books/1412343723m/23301545.jpg,https://images.gr-assets.com/books/1412343723s/23301545.jpg
4988,18114142,Susan Meissner,2014,,A Fall of Marigolds,,4.04,17015,https://images.gr-assets.com/books/1385964725m/18114142.jpg,https://images.gr-assets.com/books/1385964725s/18114142.jpg
4989,18750,"A.N. Roquelaure, Anne Rice",1984,Beauty's Punishment,"Beauty's Punishment (Sleeping Beauty, #2)",en-US,3.62,20867,https://images.gr-assets.com/books/1426861477m/18750.jpg,https://images.gr-assets.com/books/1426861477s/18750.jpg
4990,285011,Dee Henderson,2000,The Negotiator,"The Negotiator (O'Malley, #1)",eng,4.32,20278,https://images.gr-assets.com/books/1406508359m/285011.jpg,https://images.gr-assets.com/books/1406508359s/285011.jpg
4991,13041934,Ravinder Singh,2011,Can Love Happen Twice?,Can Love Happen Twice?,eng,3.31,15668,https://images.gr-assets.com/books/1321016822m/13041934.jpg,https://images.gr-assets.com/books/1321016822s/13041934.jpg
4992,3124249,"Gregory Maguire, Douglas Smith",2008,A Lion Among Men,"A Lion Among Men (The Wicked Years, #3)",en-US,3.29,21794,https://images.gr-assets.com/books/1370992593m/3124249.jpg,https://images.gr-assets.com/books/1370992593s/3124249.jpg
4993,43908,Raymond E. Feist,1994,"Shadow of a Dark Queen (The Serpentwar Saga, #1)","Shadow of a Dark Queen (The Serpentwar Saga, #1)",eng,4.02,20847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4994,11466,Tobias Wolff,1989,This Boy's Life: A Memoir,This Boy's Life,eng,3.98,19981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4995,3993839,Jonathan Maberry,2009,Patient Zero,"Patient Zero (Joe Ledger, #1)",en-US,3.98,19852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4996,545951,Willa Cather,1927,Death Comes for the Archbishop,Death Comes for the Archbishop,eng,3.88,21343,https://images.gr-assets.com/books/1436632846m/545951.jpg,https://images.gr-assets.com/books/1436632846s/545951.jpg
4997,7942786,Patricia Briggs,2012,,"Fair Game (Alpha & Omega, #3)",en-US,4.34,28322,https://images.gr-assets.com/books/1327472384m/7942786.jpg,https://images.gr-assets.com/books/1327472384s/7942786.jpg
4998,17312201,Rick Riordan,2013,The Son of Sobek,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",eng,4.26,21691,https://images.gr-assets.com/books/1367948073m/17312201.jpg,https://images.gr-assets.com/books/1367948073s/17312201.jpg
4999,52823,"Molière, Martin Sorrell",1664,"Le Tartuffe, ou L’Imposteur",Tartuffe,eng,3.66,21061,https://images.gr-assets.com/books/1319501006m/52823.jpg,https://images.gr-assets.com/books/1319501006s/52823.jpg
5000,4701550,Larissa Ione,2009,Passion Unleashed,Passion Unleashed (Demonica #3),eng,4.32,28493,https://images.gr-assets.com/books/1344267582m/4701550.jpg,https://images.gr-assets.com/books/1344267582s/4701550.jpg
5001,1896346,Kazune Kawahara,2004,高校デビュー 1,"High School Debut, Vol. 01 (High School Debut, #1)",en-GB,4.11,21210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5002,10400407,أثير عبدالله النشمي,2011,في ديسمبر تنتهي كل الأحلام,في ديسمبر تنتهي كل الأحلام,ara,3.33,16479,https://images.gr-assets.com/books/1304699101m/10400407.jpg,https://images.gr-assets.com/books/1304699101s/10400407.jpg
5003,386234,Mercer Mayer,1975,Just for You,Just for You (Little Critter),eng,4.25,22965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5004,294047,James Rollins,2002,Amazonia,Amazonia,eng,4.11,20410,https://images.gr-assets.com/books/1440044334m/294047.jpg,https://images.gr-assets.com/books/1440044334s/294047.jpg
5005,46674,David D. Burns,1980, Feeling Good: The New Mood Therapy,Feeling Good: The New Mood Therapy,en-US,3.95,17065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5006,114184,Nora Roberts,2005,Blue Smoke,Blue Smoke,eng,3.97,24366,https://images.gr-assets.com/books/1309286007m/114184.jpg,https://images.gr-assets.com/books/1309286007s/114184.jpg
5007,6528,Patricia Cornwell,2005,Predator,"Predator (Kay Scarpetta, #14)",en-US,3.67,21668,https://images.gr-assets.com/books/1310552145m/6528.jpg,https://images.gr-assets.com/books/1310552145s/6528.jpg
5008,720298,Melody Beattie,1986,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,,4.13,18340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5009,254308,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859,Обломов,Oblomov,eng,4,18458,https://images.gr-assets.com/books/1456384296m/254308.jpg,https://images.gr-assets.com/books/1456384296s/254308.jpg
5010,198332,Clive Cussler,1994,Inca Gold,"Inca Gold (Dirk Pitt, #12)",eng,3.96,20297,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5011,18167006,Ruth Reichl,2014,Delicious!,Delicious!,eng,3.75,17657,https://images.gr-assets.com/books/1404478598m/18167006.jpg,https://images.gr-assets.com/books/1404478598s/18167006.jpg
5012,6496815,"Po Bronson, Ashley Merryman",2008,NurtureShock: New Thinking About Children,NurtureShock: New Thinking About Children,en-US,4.04,17310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5013,1849,Nelson DeMille,2006,Wild Fire,"Wild Fire (John Corey, #4)",en-US,3.99,18529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5014,154423,Mary Higgins Clark,2006,Two Little Girls in Blue,Two Little Girls in Blue,en-US,3.85,20727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5015,589979,"Raymond E. Feist, Janny Wurts",1987,Daughter of the Empire,"Daughter of the Empire (The Empire Trilogy, #1)",eng,4.24,24055,https://images.gr-assets.com/books/1404668411m/589979.jpg,https://images.gr-assets.com/books/1404668411s/589979.jpg
5016,688191,Neal Shusterman,2006,Everlost,"Everlost (Skinjacker, #1)",eng,3.94,24506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5017,8534799,Kresley Cole,2011,Dreams of a Dark Warrior,Dreams of a Dark Warrior (Immortals After Dark #11),en-US,4.39,28315,https://images.gr-assets.com/books/1285724086m/8534799.jpg,https://images.gr-assets.com/books/1285724086s/8534799.jpg
5018,7824997,"John Grisham, Richard Thomas",2010,"Theodore Boone, Kid Lawyer","Theodore Boone: Kid Lawyer (Theodore Boone, #1)",eng,3.72,19284,https://images.gr-assets.com/books/1275094812m/7824997.jpg,https://images.gr-assets.com/books/1275094812s/7824997.jpg
5019,34072,Chris Ware,2000,Jimmy Corrigan: The Smartest Kid on Earth,"Jimmy Corrigan, the Smartest Kid on Earth",,4.1,17128,https://images.gr-assets.com/books/1327962921m/34072.jpg,https://images.gr-assets.com/books/1327962921s/34072.jpg
5020,39980,Richard Peck,2000,A Year Down Yonder,"A Year Down Yonder (A Long Way from Chicago, #2)",eng,4.1,23310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5021,16163690,Kristen Ashley,2013,Own the Wind,"Own the Wind (Chaos, #1)",eng,4.22,38673,https://images.gr-assets.com/books/1358119230m/16163690.jpg,https://images.gr-assets.com/books/1358119230s/16163690.jpg
5022,4516,Carlos Ruiz Zafón,1999,Marina,Marina,spa,3.99,18260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5023,7135858,Ann Brashares,2010,,My Name Is Memory,eng,3.7,23498,https://images.gr-assets.com/books/1307512606m/7135858.jpg,https://images.gr-assets.com/books/1307512606s/7135858.jpg
5024,15054,Jeanette Winterson,1992,Written on the Body,Written on the Body,en-US,4.08,18203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5025,7849341,Colleen Houck,2011,Tiger's Voyage,"Tiger's Voyage (The Tiger Saga, #3)",eng,4.35,24495,https://images.gr-assets.com/books/1320459742m/7849341.jpg,https://images.gr-assets.com/books/1320459742s/7849341.jpg
5026,605015,Dean Koontz,2009,Dean Koontz's Frankenstein: Dead and Alive,"Dead and Alive (Dean Koontz's Frankenstein, #3)",eng,4.01,18310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5027,4591,Matt Ridley,1999,Genome: The Autobiography of a Species in 23 Chapters,Genome: the Autobiography of a Species in 23 Chapters,en-US,4.02,17684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5028,53580,Sandra Boynton,1982,The Going-To-Bed Book,The Going-To-Bed Book,en-US,4.22,21078,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5029,112675,Louise Rennison,2001,Knocked out by my nunga-nungas,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",en-US,3.97,24077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5030,27526,"Tim LaHaye, Jerry B. Jenkins",2001,The Sacrilege: The Antichrist Takes the Throne,"Desecration (Left Behind, #9)",en-US,4,19562,https://images.gr-assets.com/books/1406505722m/27526.jpg,https://images.gr-assets.com/books/1406505722s/27526.jpg
5031,18114068,Phil Klay,2014,Redeployment,Redeployment,eng,3.98,15597,https://images.gr-assets.com/books/1417987993m/18114068.jpg,https://images.gr-assets.com/books/1417987993s/18114068.jpg
5032,6512140,Libba Bray,2009,Going Bovine,Going Bovine,eng,3.65,26259,https://images.gr-assets.com/books/1320391025m/6512140.jpg,https://images.gr-assets.com/books/1320391025s/6512140.jpg
5033,25807,James M. Cain,1934,The Postman Always Rings Twice ,The Postman Always Rings Twice,eng,3.81,19416,https://images.gr-assets.com/books/1344265267m/25807.jpg,https://images.gr-assets.com/books/1344265267s/25807.jpg
5034,6555517,Carrie Ryan,2010,The Dead-Tossed Waves ,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",en-US,3.91,26347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5035,9530,Robert Kurson,2004,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,Shadow Divers,eng,4.26,16917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5036,8293938,Clare Vanderpool,2010,Moon Over Manifest,Moon Over Manifest,eng,4.02,23298,https://images.gr-assets.com/books/1320541883m/8293938.jpg,https://images.gr-assets.com/books/1320541883s/8293938.jpg
5037,77103,Amitav Ghosh,2000,The Glass Palace,The Glass Palace,eng,3.94,16535,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5038,10710392,"Jessica Anthony, Rodrigo Corral",2012,,Chopsticks,eng,3.72,18375,https://images.gr-assets.com/books/1364073067m/10710392.jpg,https://images.gr-assets.com/books/1364073067s/10710392.jpg
5039,21853628,Lisa Scottoline,2015,,Every Fifteen Minutes,en-CA,3.72,16765,https://images.gr-assets.com/books/1428638866m/21853628.jpg,https://images.gr-assets.com/books/1428638866s/21853628.jpg
5040,16279856,James Dashner,2013,The Eye of Minds,"The Eye of Minds (The Mortality Doctrine, #1)",eng,3.85,22637,https://images.gr-assets.com/books/1358659346m/16279856.jpg,https://images.gr-assets.com/books/1358659346s/16279856.jpg
5041,140278,Agatha Christie,1957,4.50 From Paddington,"4:50 from Paddington (Miss Marple, #8)",eng,3.92,23416,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5042,74036,J.D. Robb,1997,Ceremony in Death,"Ceremony in Death (In Death, #5)",eng,4.26,25093,https://images.gr-assets.com/books/1376018955m/74036.jpg,https://images.gr-assets.com/books/1376018955s/74036.jpg
5043,18373214,"Jo Nesbø, Don Bartlett",1998,Kakerlakkene,"Cockroaches (Harry Hole, #2)",eng,3.71,14717,https://images.gr-assets.com/books/1418343189m/18373214.jpg,https://images.gr-assets.com/books/1418343189s/18373214.jpg
5044,140078,Charlaine Harris,2006,Grave Surprise,"Grave Surprise (Harper Connelly, #2)",en-US,3.88,27905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5045,3304,"Isabel Allende, Margaret Sayers Peden",2002,La ciudad de las bestias,"City of the Beasts (Eagle and Jaguar, #1)",eng,3.69,15497,https://images.gr-assets.com/books/1331488122m/3304.jpg,https://images.gr-assets.com/books/1331488122s/3304.jpg
5046,2364284,"Naguib Mahfouz, نجيب محفوظ",1959,أولاد حارتنا,أولاد حارتنا,ara,4.1,14860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5047,68497,China Miéville,2002,The Scar,"The Scar (Bas-Lag, #2)",eng,4.15,20745,https://images.gr-assets.com/books/1320435192m/68497.jpg,https://images.gr-assets.com/books/1320435192s/68497.jpg
5048,23225,Meg Cabot,2003,Haunted,"Haunted (The Mediator, #5)",eng,4.15,29460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5049,28553,Anne McCaffrey,1979,"Dragondrums (Pern: Harper Hall, #3)","Dragondrums (Harper Hall, #3)",eng,4.04,25473,https://images.gr-assets.com/books/1410942131m/28553.jpg,https://images.gr-assets.com/books/1410942131s/28553.jpg
5050,9545064,Rachel Simon,2011,The Story of Beautiful Girl,The Story of Beautiful Girl,,3.92,19655,https://images.gr-assets.com/books/1336851169m/9545064.jpg,https://images.gr-assets.com/books/1336851169s/9545064.jpg
5051,18646,Dava Sobel,1999,Galileo's Daughter,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",en-US,3.74,21260,https://images.gr-assets.com/books/1414607526m/18646.jpg,https://images.gr-assets.com/books/1414607526s/18646.jpg
5052,42692,Leon Uris,1961,Mila 18,Mila 18,eng,4.27,19323,https://images.gr-assets.com/books/1359742799m/42692.jpg,https://images.gr-assets.com/books/1359742799s/42692.jpg
5053,11391817,Allen Say,2011,,Drawing from Memory,eng,3.81,21137,https://images.gr-assets.com/books/1328837508m/11391817.jpg,https://images.gr-assets.com/books/1328837508s/11391817.jpg
5054,1330324,Amitav Ghosh,2008,Sea of Poppies,"Sea of Poppies (Ibis Trilogy, #1)",eng,3.93,15499,https://images.gr-assets.com/books/1327376395m/1330324.jpg,https://images.gr-assets.com/books/1327376395s/1330324.jpg
5055,99245,"Isaac Asimov, Robert Silverberg",1970,Nightfall,Nightfall,eng,4.01,21683,https://images.gr-assets.com/books/1368557860m/99245.jpg,https://images.gr-assets.com/books/1368557860s/99245.jpg
5056,18005,"Melinda Long, David Shannon",2003,How I Became a Pirate,How I Became a Pirate,eng,4.07,21554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5057,99208,Edward Abbey,1975,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)","The Monkey Wrench Gang (Monkey Wrench Gang, #1)",en-US,4.08,15513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5058,6323821,John Irving,2009,Last Night in Twisted River,Last Night in Twisted River,eng,3.74,18441,https://images.gr-assets.com/books/1399850194m/6323821.jpg,https://images.gr-assets.com/books/1399850194s/6323821.jpg
5059,10115852,Rob Bell,2011,Love wins,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",eng,3.54,17668,https://images.gr-assets.com/books/1327878550m/10115852.jpg,https://images.gr-assets.com/books/1327878550s/10115852.jpg
